City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign,Year_Sin,Year_Cos,Waste Generated (Tons/Day)_log,Cost of Waste Management (₹/Ton)_log,City_WasteType,Eff_Campaign_Interaction,City_WasteType_TE,Waste Generated (Tons/Day)_OutlierFlag,Cost of Waste Management (₹/Ton)_OutlierFlag,Population Density (People/km²)_OutlierFlag,Landfill_Region_Cluster_1.0,Landfill_Region_Cluster_2.0,Landfill_Region_Cluster_3.0
Mumbai,Plastic,6932.0,81.0,11191.0,10.0,Incineration,2543.0,16.0,Mumbai Landfill,45575.0,2021,22.4265,77.4931,619.4263247252256,0.1521009325287987,158.9375,-0.006211710232585,0.999980707141886,8.84404789894249,7.841492924460013,Mumbai_Plastic,160.0,58.78431372549019,0,0,0,0,0,0
Mumbai,Organic,4171.0,44.0,11191.0,9.0,Incineration,4756.0,14.0,Mumbai Landfill,45575.0,2021,22.4265,77.4931,372.7102135644715,0.0915194733955019,339.7142857142857,-0.006211710232585,0.999980707141886,8.336150816120663,8.467372496432281,Mumbai_Organic,126.0,54.78431372549019,0,0,0,0,0,0
Mumbai,E-Waste,5095.0,30.0,11191.0,10.0,Composting,3586.0,2.0,Mumbai Landfill,45575.0,2021,22.4265,77.4931,455.2765615226521,0.1117937465715852,1793.0,-0.006211710232585,0.999980707141886,8.536211197252,8.185071477532283,Mumbai_E-Waste,20.0,55.5843137254902,0,0,0,0,0,0
Mumbai,Construction,3514.0,77.0,11191.0,9.0,Incineration,3520.0,,Mumbai Landfill,45575.0,2021,22.4265,77.4931,314.00232329550533,0.0771036752605595,0.0,-0.006211710232585,0.999980707141886,8.164794804244766,8.166500319155052,Mumbai_Construction,,56.917647058823526,0,0,0,0,0,0
Mumbai,Hazardous,4505.0,54.0,11191.0,10.0,Composting,3655.0,4.0,Mumbai Landfill,45575.0,2021,22.4265,77.4931,402.55562505584845,0.0988480526604498,913.75,-0.006211710232585,0.999980707141886,8.41316512099219,8.204124932574041,Mumbai_Hazardous,40.0,58.917647058823526,0,0,0,0,0,0
Mumbai,Plastic,2501.0,41.0,11191.0,9.0,Recycling,1194.0,4.0,Mumbai Landfill,45575.0,2022,22.4265,77.4931,223.48315610758647,0.0548765770707624,298.5,-0.0031058700966069,0.9999951767738398,7.824845691026856,7.085901464365611,Mumbai_Plastic,36.0,58.78431372549019,0,0,0,0,0,0
Mumbai,Organic,3348.0,79.0,11191.0,6.0,Incineration,2383.0,10.0,Mumbai Landfill,45575.0,2022,22.4265,77.4931,299.1689750692521,0.0734613274821722,238.3,-0.0031058700966069,0.9999951767738398,8.116417072794205,7.776535028185241,Mumbai_Organic,60.0,54.78431372549019,0,0,0,0,0,0
Mumbai,E-Waste,6915.0,41.0,11191.0,9.0,Incineration,2324.0,1.0,Mumbai Landfill,45575.0,2022,22.4265,77.4931,617.9072468948262,0.1517279210093252,2324.0,-0.0031058700966069,0.9999951767738398,8.84159284680318,7.751475318021456,Mumbai_E-Waste,9.0,55.5843137254902,0,0,0,0,0,0
Mumbai,Construction,5862.0,48.0,11191.0,7.0,Landfill,2867.0,19.0,Mumbai Landfill,45575.0,2022,22.4265,77.4931,523.813778929497,0.1286231486560614,150.89473684210526,-0.0031058700966069,0.9999951767738398,8.676416696964216,7.961370201719511,Mumbai_Construction,133.0,56.917647058823526,0,0,0,0,0,0
Mumbai,Hazardous,4856.0,74.0,11191.0,10.0,Landfill,826.0,1.0,Mumbai Landfill,45575.0,2022,22.4265,77.4931,433.9201143776249,0.1065496434448711,826.0,-0.0031058700966069,0.9999951767738398,8.488176242345745,6.717804695023691,Mumbai_Hazardous,10.0,58.917647058823526,0,0,0,0,0,0
Mumbai,Plastic,6569.0,48.0,11191.0,5.0,Landfill,4287.0,16.0,Mumbai Landfill,45575.0,2023,22.4265,77.4931,586.989545170226,0.1441360394953373,267.9375,-2.4492935982947064e-16,1.0,8.790269111478656,8.363575702750637,Mumbai_Plastic,80.0,58.78431372549019,0,0,0,0,0,0
Mumbai,Organic,7809.0,35.0,11191.0,8.0,Recycling,3128.0,7.0,Mumbai Landfill,45575.0,2023,22.4265,77.4931,697.792869269949,0.1713439385628085,446.8571428571428,-2.4492935982947064e-16,1.0,8.963160242833732,8.048468743668883,Mumbai_Organic,56.0,54.78431372549019,0,0,0,0,0,0
Mumbai,E-Waste,7232.0,82.0,11191.0,6.0,Landfill,1565.0,9.0,Mumbai Landfill,45575.0,2023,22.4265,77.4931,646.2335805558038,0.1586834887547998,173.88888888888889,-2.4492935982947064e-16,1.0,8.886409166849282,7.356279876550748,Mumbai_E-Waste,54.0,55.5843137254902,0,0,0,0,0,0
Mumbai,Construction,4039.0,54.0,11191.0,9.0,Recycling,1252.0,12.0,Mumbai Landfill,45575.0,2023,22.4265,77.4931,360.9150209990171,0.0886231486560614,104.33333333333331,-2.4492935982947064e-16,1.0,8.303999970955196,7.133295954896068,Mumbai_Construction,108.0,56.917647058823526,0,0,0,0,0,0
Mumbai,Hazardous,7077.0,70.0,11191.0,9.0,Incineration,2850.0,5.0,Mumbai Landfill,45575.0,2023,22.4265,77.4931,632.3831650433384,0.1552825013713658,570.0,-2.4492935982947064e-16,1.0,8.864746660905409,7.955425088912672,Mumbai_Hazardous,45.0,58.917647058823526,0,0,0,0,0,0
Delhi,Plastic,1061.0,59.0,14376.0,5.0,Landfill,4240.0,1.0,Delhi Landfill,74509.0,2019,30.2591,91.9376,73.80356149137451,0.0142398904830288,4240.0,-0.0124231807818823,0.9999228293119728,6.967909201801884,8.352554369474591,Delhi_Plastic,5.0,61.31764705882353,0,0,0,0,1,0
Delhi,Organic,2224.0,84.0,14376.0,10.0,Landfill,3219.0,4.0,Delhi Landfill,74509.0,2019,30.2591,91.9376,154.7022815804118,0.0298487431048598,804.75,-0.0124231807818823,0.9999228293119728,7.707512194600341,8.077136638538454,Delhi_Organic,40.0,58.05098039215686,0,0,0,0,1,0
Delhi,E-Waste,2395.0,43.0,14376.0,5.0,Composting,2005.0,1.0,Delhi Landfill,74509.0,2019,30.2591,91.9376,166.5971062882582,0.032143767866969,2005.0,-0.0124231807818823,0.9999228293119728,7.78155595923534,7.603897968521881,Delhi_E-Waste,5.0,55.984313725490196,0,0,0,0,1,0
Delhi,Construction,1887.0,80.0,14376.0,7.0,Incineration,4307.0,4.0,Delhi Landfill,74509.0,2019,30.2591,91.9376,131.26043405676126,0.0253257995678374,1076.75,-0.0124231807818823,0.9999228293119728,7.543273346705446,8.36822903827628,Delhi_Construction,28.0,58.384313725490195,0,0,0,0,1,0
Delhi,Hazardous,4158.0,48.0,14376.0,5.0,Composting,4183.0,6.0,Delhi Landfill,74509.0,2019,30.2591,91.9376,289.2320534223706,0.0558053389523413,697.1666666666666,-0.0124231807818823,0.9999228293119728,8.33302993974291,8.339023005744759,Delhi_Hazardous,30.0,56.18431372549019,0,0,0,0,1,0
Delhi,Plastic,763.0,75.0,14376.0,5.0,Recycling,1337.0,20.0,Delhi Landfill,74509.0,2020,30.2591,91.9376,53.07456872565387,0.0102403736461367,66.85,-0.0093174904475982,0.9999565912437194,6.638567789166521,7.198931240688173,Delhi_Plastic,100.0,61.31764705882353,0,0,0,0,1,0
Delhi,Organic,7143.0,69.0,14376.0,9.0,Landfill,682.0,16.0,Delhi Landfill,74509.0,2020,30.2591,91.9376,496.8697829716194,0.0958676133084593,42.625,-0.0093174904475982,0.9999565912437194,8.874028122556336,6.52649485957079,Delhi_Organic,144.0,58.05098039215686,0,0,0,0,1,0
Delhi,E-Waste,7516.0,84.0,14376.0,5.0,Composting,620.0,18.0,Delhi Landfill,74509.0,2020,30.2591,91.9376,522.8158041179744,0.1008737199532942,34.44444444444444,-0.0093174904475982,0.9999565912437194,8.924922401177469,6.431331081933479,Delhi_E-Waste,90.0,55.984313725490196,0,0,0,0,1,0
Delhi,Construction,3125.0,77.0,14376.0,8.0,Recycling,4345.0,5.0,Delhi Landfill,74509.0,2020,30.2591,91.9376,217.37618252643296,0.041941241997611,869.0,-0.0093174904475982,0.9999565912437194,8.047509510981422,8.377011160816375,Delhi_Construction,40.0,58.384313725490195,0,0,0,0,1,0
Delhi,Hazardous,6574.0,84.0,14376.0,8.0,Incineration,913.0,20.0,Delhi Landfill,74509.0,2020,30.2591,91.9376,457.2899276572065,0.0882309519655343,45.65,-0.0093174904475982,0.9999565912437194,8.791029857045965,6.81783057145415,Delhi_Hazardous,160.0,56.18431372549019,0,0,0,0,1,0
Delhi,Plastic,3407.0,82.0,14376.0,10.0,Composting,2802.0,4.0,Delhi Landfill,74509.0,2021,30.2591,91.9376,236.99220923761823,0.0457260196754754,700.5,-0.006211710232585,0.999980707141886,8.133880887949207,7.938445551164788,Delhi_Plastic,40.0,61.31764705882353,0,0,0,0,1,0
Delhi,Organic,9617.0,36.0,14376.0,6.0,Recycling,2676.0,5.0,Delhi Landfill,74509.0,2021,30.2591,91.9376,668.9621591541458,0.129071655773128,535.2,-0.006211710232585,0.999980707141886,9.171391621837609,7.892452043520352,Delhi_Organic,30.0,58.05098039215686,0,0,0,0,1,0
Delhi,E-Waste,1426.0,38.0,14376.0,5.0,Composting,1674.0,2.0,Delhi Landfill,74509.0,2021,30.2591,91.9376,99.19309961046189,0.0191386275483498,837.0,-0.006211710232585,0.999980707141886,7.2633296174768365,7.423568444259167,Delhi_E-Waste,10.0,55.984313725490196,0,0,0,0,1,0
Delhi,Construction,8566.0,34.0,14376.0,8.0,Landfill,2594.0,19.0,Delhi Landfill,74509.0,2021,30.2591,91.9376,595.8542014468559,0.1149659772644915,136.52631578947367,-0.006211710232585,0.999980707141886,9.055672891964043,7.861341795599989,Delhi_Construction,152.0,58.384313725490195,0,0,0,0,1,0
Delhi,Hazardous,2873.0,76.0,14376.0,8.0,Incineration,1904.0,16.0,Delhi Landfill,74509.0,2021,30.2591,91.9376,199.8469671675014,0.0385591002429236,119.0,-0.006211710232585,0.999980707141886,7.96346006663897,7.552237287560802,Delhi_Hazardous,128.0,56.18431372549019,0,0,0,0,1,0
Delhi,Plastic,6770.0,66.0,14376.0,10.0,Landfill,3496.0,2.0,Delhi Landfill,74509.0,2022,30.2591,91.9376,470.9237618252643,0.0908615066636245,1748.0,-0.0031058700966069,0.9999951767738398,8.820404065485645,8.159660737063376,Delhi_Plastic,20.0,61.31764705882353,0,0,0,0,1,0
Delhi,Organic,8105.0,40.0,14376.0,8.0,Recycling,3175.0,12.0,Delhi Landfill,74509.0,2022,30.2591,91.9376,563.7868670005565,0.1087788052450039,264.5833333333333,-0.0031058700966069,0.9999951767738398,9.000359807188254,8.063377822367027,Delhi_Organic,96.0,58.05098039215686,0,0,0,0,1,0
Delhi,E-Waste,6564.0,72.0,14376.0,7.0,Recycling,4437.0,13.0,Delhi Landfill,74509.0,2022,30.2591,91.9376,456.5943238731219,0.088096739991142,341.3076923076923,-0.0031058700966069,0.9999951767738398,8.789507786736896,8.39795910349254,Delhi_E-Waste,91.0,55.984313725490196,0,0,0,0,1,0
Delhi,Construction,7226.0,48.0,14376.0,8.0,Incineration,2360.0,11.0,Delhi Landfill,74509.0,2022,30.2591,91.9376,502.6432943795214,0.0969815726959159,214.54545454545453,-0.0031058700966069,0.9999951767738398,8.885579291282982,7.766840537085513,Delhi_Construction,88.0,58.384313725490195,0,0,0,0,1,0
Delhi,Hazardous,3464.0,32.0,14376.0,6.0,Incineration,2523.0,1.0,Delhi Landfill,74509.0,2022,30.2591,91.9376,240.9571508069004,0.0464910279295118,2523.0,-0.0031058700966069,0.9999951767738398,8.150467911624004,7.8336002236611035,Delhi_Hazardous,6.0,56.18431372549019,0,0,0,0,1,0
Delhi,Plastic,2397.0,67.0,14376.0,9.0,Landfill,3644.0,,Delhi Landfill,74509.0,2023,30.2591,91.9376,166.7362270450751,0.0321706102618475,0.0,-2.4492935982947064e-16,1.0,7.7823903355874595,8.201111644442758,Delhi_Plastic,,61.31764705882353,0,0,0,0,1,0
Delhi,Organic,9092.0,71.0,14376.0,6.0,Landfill,2194.0,14.0,Delhi Landfill,74509.0,2023,30.2591,91.9376,632.4429604897051,0.1220255271175294,156.71428571428572,-2.4492935982947064e-16,1.0,9.115260165725912,7.693937325509272,Delhi_Organic,84.0,58.05098039215686,0,0,0,0,1,0
Delhi,E-Waste,7257.0,32.0,14376.0,5.0,Incineration,3259.0,5.0,Delhi Landfill,74509.0,2023,30.2591,91.9376,504.7996661101837,0.0973976298165322,651.8,-2.4492935982947064e-16,1.0,8.889859587773016,8.089482474360754,Delhi_E-Waste,25.0,55.984313725490196,0,0,0,0,1,0
Delhi,Construction,8220.0,66.0,14376.0,6.0,Incineration,1687.0,10.0,Delhi Landfill,74509.0,2023,30.2591,91.9376,571.7863105175292,0.110322242950516,168.7,-2.4492935982947064e-16,1.0,9.014447135152134,7.431299675155903,Delhi_Construction,60.0,58.384313725490195,0,0,0,0,1,0
Delhi,Hazardous,3054.0,32.0,14376.0,9.0,Landfill,1135.0,7.0,Delhi Landfill,74509.0,2023,30.2591,91.9376,212.4373956594324,0.0409883369794253,162.14285714285714,-2.4492935982947064e-16,1.0,8.024534871605695,7.035268599281097,Delhi_Hazardous,63.0,56.18431372549019,0,0,0,0,1,0
Bengaluru,Plastic,7843.0,36.0,18195.0,10.0,Incineration,4211.0,13.0,Bengaluru Landfill,52609.0,2019,15.7581,85.4837,431.0524869469634,0.1490809557300081,323.9230769230769,-0.0124231807818823,0.9999228293119728,8.967504187316237,8.345692873253865,Bengaluru_Plastic,130.0,55.85098039215686,0,0,0,1,0,0
Bengaluru,Organic,8884.0,32.0,18195.0,6.0,Incineration,4262.0,17.0,Bengaluru Landfill,52609.0,2019,15.7581,85.4837,488.26600714482,0.1688684445627174,250.7058823529412,-0.0124231807818823,0.9999228293119728,9.092119740588751,8.35772841676521,Bengaluru_Organic,102.0,57.984313725490196,0,0,0,1,0,0
Bengaluru,E-Waste,2167.0,61.0,18195.0,6.0,Recycling,4554.0,,Bengaluru Landfill,52609.0,2019,15.7581,85.4837,119.09865347622971,0.0411906707977722,0.0,-0.0124231807818823,0.9999228293119728,7.681560362559537,8.423980809694058,Bengaluru_E-Waste,,57.31764705882353,0,0,0,1,0,0
Bengaluru,Construction,4750.0,31.0,18195.0,7.0,Composting,4444.0,2.0,Bengaluru Landfill,52609.0,2019,15.7581,85.4837,261.06073097004673,0.0902887338668288,2222.0,-0.0124231807818823,0.9999228293119728,8.46611040118692,8.399535147948004,Bengaluru_Construction,14.0,55.11764705882353,0,0,0,1,0,0
Bengaluru,Hazardous,8952.0,43.0,18195.0,5.0,Recycling,2956.0,,Bengaluru Landfill,52609.0,2019,15.7581,85.4837,492.0032976092333,0.1701609990686004,0.0,-0.0124231807818823,0.9999228293119728,9.099743950634156,7.9919305198524775,Bengaluru_Hazardous,,57.85098039215686,0,0,0,1,0,0
Bengaluru,Plastic,7075.0,84.0,18195.0,6.0,Incineration,4952.0,15.0,Bengaluru Landfill,52609.0,2020,15.7581,85.4837,388.8430887606485,0.1344826930753293,330.1333333333333,-0.0093174904475982,0.9999565912437194,8.864464055279676,8.507748732588238,Bengaluru_Plastic,90.0,55.85098039215686,0,0,0,1,0,0
Bengaluru,Organic,3653.0,83.0,18195.0,5.0,Composting,3975.0,1.0,Bengaluru Landfill,52609.0,2020,15.7581,85.4837,200.769442154438,0.0694367883822159,3975.0,-0.0093174904475982,0.9999565912437194,8.203577736937952,8.288031567776464,Bengaluru_Organic,5.0,57.984313725490196,0,0,0,1,0,0
Bengaluru,E-Waste,5477.0,40.0,18195.0,10.0,Incineration,3064.0,14.0,Bengaluru Landfill,52609.0,2020,15.7581,85.4837,301.016762846936,0.1041076621870782,218.8571428571429,-0.0093174904475982,0.9999565912437194,8.608495349823023,8.027802848370312,Bengaluru_E-Waste,140.0,57.31764705882353,0,0,0,1,0,0
Bengaluru,Construction,6105.0,83.0,18195.0,6.0,Incineration,2320.0,18.0,Bengaluru Landfill,52609.0,2020,15.7581,85.4837,335.5317394888706,0.1160447832119979,128.88888888888889,-0.0093174904475982,0.9999565912437194,8.717027173294824,7.749753406274437,Bengaluru_Construction,108.0,55.11764705882353,0,0,0,1,0,0
Bengaluru,Hazardous,941.0,63.0,18195.0,5.0,Landfill,3733.0,6.0,Bengaluru Landfill,52609.0,2020,15.7581,85.4837,51.71750480901346,0.0178866733828812,622.1666666666666,-0.0093174904475982,0.9999565912437194,6.848005274576363,8.225235324101668,Bengaluru_Hazardous,30.0,57.85098039215686,0,0,0,1,0,0
Bengaluru,Plastic,798.0,36.0,18195.0,8.0,Incineration,2456.0,11.0,Bengaluru Landfill,52609.0,2021,15.7581,85.4837,43.858202802967845,0.0151685072896272,223.27272727272728,-0.006211710232585,0.999980707141886,6.683360945766275,7.806696372521179,Bengaluru_Plastic,88.0,55.85098039215686,0,0,0,1,0,0
Bengaluru,Organic,994.0,51.0,18195.0,6.0,Recycling,2169.0,15.0,Bengaluru Landfill,52609.0,2021,15.7581,85.4837,54.6303929651003,0.01889410557129,144.6,-0.006211710232585,0.999980707141886,6.902742737158593,7.682482446534506,Bengaluru_Organic,90.0,57.984313725490196,0,0,0,1,0,0
Bengaluru,E-Waste,8114.0,56.0,18195.0,8.0,Recycling,4323.0,6.0,Bengaluru Landfill,52609.0,2021,15.7581,85.4837,445.9466886507282,0.154232165599042,720.5,-0.006211710232585,0.999980707141886,9.00146947994869,8.371936178759098,Bengaluru_E-Waste,48.0,57.31764705882353,0,0,0,1,0,0
Bengaluru,Construction,6555.0,34.0,18195.0,7.0,Composting,2973.0,17.0,Bengaluru Landfill,52609.0,2021,15.7581,85.4837,360.26380873866447,0.1245984527362238,174.88235294117646,-0.006211710232585,0.999980707141886,8.78813593986372,7.9976631270201,Bengaluru_Construction,119.0,55.11764705882353,0,0,0,1,0,0
Bengaluru,Hazardous,4008.0,47.0,18195.0,10.0,Incineration,3873.0,5.0,Bengaluru Landfill,52609.0,2021,15.7581,85.4837,220.280296784831,0.0761846832291052,774.6,-0.006211710232585,0.999980707141886,8.296297112642508,8.262042843966942,Bengaluru_Hazardous,50.0,57.85098039215686,0,0,0,1,0,0
Bengaluru,Plastic,3739.0,43.0,18195.0,5.0,Recycling,2073.0,9.0,Bengaluru Landfill,52609.0,2022,15.7581,85.4837,205.4960153888431,0.071071489669068,230.33333333333331,-0.0031058700966069,0.9999951767738398,8.226840890408578,7.637234388789473,Bengaluru_Plastic,45.0,55.85098039215686,0,0,0,1,0,0
Bengaluru,Organic,909.0,54.0,18195.0,10.0,Composting,1000.0,20.0,Bengaluru Landfill,52609.0,2022,15.7581,85.4837,49.95877988458368,0.0172784124389363,50.0,-0.0031058700966069,0.9999951767738398,6.813444599510896,6.90875477931522,Bengaluru_Organic,200.0,57.984313725490196,0,0,0,1,0,0
Bengaluru,E-Waste,5864.0,51.0,18195.0,9.0,Landfill,4645.0,19.0,Bengaluru Landfill,52609.0,2022,15.7581,85.4837,322.2863424017587,0.1114638179779125,244.47368421052636,-0.0031058700966069,0.9999951767738398,8.676757761087575,8.443761913330354,Bengaluru_E-Waste,171.0,57.31764705882353,0,0,0,1,0,0
Bengaluru,Construction,512.0,65.0,18195.0,6.0,Incineration,3796.0,17.0,Bengaluru Landfill,52609.0,2022,15.7581,85.4837,28.13959879087661,0.0097321751031192,223.2941176470588,-0.0031058700966069,0.9999951767738398,6.240275845170769,8.241966560231802,Bengaluru_Construction,102.0,55.11764705882353,0,0,0,1,0,0
Bengaluru,Hazardous,902.0,85.0,18195.0,7.0,Landfill,1379.0,14.0,Bengaluru Landfill,52609.0,2022,15.7581,85.4837,49.57405880736466,0.0171453553574483,98.5,-0.0031058700966069,0.9999951767738398,6.805722553416985,7.22983877815125,Bengaluru_Hazardous,98.0,57.85098039215686,0,0,0,1,0,0
Bengaluru,Plastic,5280.0,68.0,18195.0,9.0,Landfill,2386.0,10.0,Bengaluru Landfill,52609.0,2023,15.7581,85.4837,290.1896125309151,0.1003630557509171,238.6,-2.4492935982947064e-16,1.0,8.571870752706934,7.77779262633883,Bengaluru_Plastic,90.0,55.85098039215686,0,0,0,1,0,0
Bengaluru,Organic,7135.0,79.0,18195.0,5.0,Incineration,3919.0,17.0,Bengaluru Landfill,52609.0,2023,15.7581,85.4837,392.1406979939544,0.1356231823452261,230.52941176470588,-2.4492935982947064e-16,1.0,8.872907674259846,8.273846932784508,Bengaluru_Organic,85.0,57.984313725490196,0,0,0,1,0,0
Bengaluru,E-Waste,7667.0,81.0,18195.0,6.0,Landfill,2745.0,10.0,Bengaluru Landfill,52609.0,2023,15.7581,85.4837,421.3794998625996,0.1457355205383109,274.5,-2.4492935982947064e-16,1.0,8.944811104165534,7.917900586327916,Bengaluru_E-Waste,60.0,57.31764705882353,0,0,0,1,0,0
Bengaluru,Construction,3159.0,43.0,18195.0,10.0,Recycling,4007.0,7.0,Bengaluru Landfill,52609.0,2023,15.7581,85.4837,173.61912613355318,0.0600467600600657,572.4285714285714,-2.4492935982947064e-16,1.0,8.058327306580958,8.2960476427647,Bengaluru_Construction,70.0,55.11764705882353,0,0,0,1,0,0
Bengaluru,Hazardous,5891.0,59.0,18195.0,7.0,Incineration,2202.0,15.0,Bengaluru Landfill,52609.0,2023,15.7581,85.4837,323.7702665567464,0.111977038149366,146.8,-2.4492935982947064e-16,1.0,8.681350777582521,7.697575346802343,Bengaluru_Hazardous,105.0,57.85098039215686,0,0,0,1,0,0
Chennai,Plastic,6159.0,74.0,21430.0,10.0,Composting,3282.0,13.0,Chennai Landfill,65486.0,2019,29.4633,80.8873,287.40083994400374,0.0940506367773264,252.46153846153845,-0.0124231807818823,0.9999228293119728,8.725832056527565,8.096512917501594,Chennai_Plastic,130.0,58.51764705882353,0,0,0,0,1,0
Chennai,Organic,6358.0,53.0,21430.0,5.0,Composting,4225.0,1.0,Chennai Landfill,65486.0,2019,29.4633,80.8873,296.68688754083064,0.0970894542344928,4225.0,-0.0124231807818823,0.9999228293119728,8.757626411267408,8.349011198176003,Chennai_Organic,5.0,57.51764705882353,0,0,0,0,1,0
Chennai,E-Waste,6787.0,50.0,21430.0,5.0,Landfill,1623.0,7.0,Chennai Landfill,65486.0,2019,29.4633,80.8873,316.7055529631358,0.1036404727728064,231.8571428571429,-0.0124231807818823,0.9999228293119728,8.822911626354117,7.392647520721623,Chennai_E-Waste,35.0,55.984313725490196,0,0,0,0,1,0
Chennai,Construction,628.0,41.0,21430.0,10.0,Recycling,837.0,7.0,Chennai Landfill,65486.0,2019,29.4633,80.8873,29.30471301913206,0.0095898359954799,119.57142857142856,-0.0124231807818823,0.9999228293119728,6.444131256700441,6.731018100482083,Chennai_Construction,70.0,60.05098039215686,0,0,0,0,1,0
Chennai,Hazardous,1639.0,50.0,21430.0,9.0,Composting,3225.0,19.0,Chennai Landfill,65486.0,2019,29.4633,80.8873,76.48156789547363,0.025028250313044,169.73684210526315,-0.0124231807818823,0.9999228293119728,7.402451520818244,8.078998258685154,Chennai_Hazardous,171.0,53.05098039215686,0,0,0,0,1,0
Chennai,Plastic,1760.0,68.0,21430.0,8.0,Incineration,2871.0,18.0,Chennai Landfill,65486.0,2020,29.4633,80.8873,82.12785814279049,0.026875973490517,159.5,-0.0093174904475982,0.9999565912437194,7.473637108496206,7.962763930168115,Chennai_Plastic,144.0,58.51764705882353,0,0,0,0,1,0
